ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,Uniprot
25804,LSM4,28,Q9Y4Z0
25885,POLR1A,21,O95602
25903,OLFML2B,15,Q68BL8
25942,SIN3A,24,Q96ST3
26065,LSM14A,19,Q8ND56
27132,CPNE7,13,Q9UBL6
29074,MRPL18,24,Q9H0U6
29118,DDX25,11,Q9UHL0
29880,ALG5,25,Q9Y673
51082,POLR1D,19,P0DPB5
51116,MRPS2,20,Q9Y399
51272,BET1L,20,Q9NYM9
51371,POMP,16,Q9Y244
51373,MRPS17,20,Q9Y2R5
51776,ZAK,22,Q9NYL2
53826,FXYD6,19,Q9H0Q3
53981,CPSF2,26,Q9P2I0
54107,POLE3,20,Q9NRF9
54148,MRPL39,15,Q9NYK5
54700,RRN3,19,Q9NYV6
54734,RAB39A,40,Q14964
54788,DNAJB12,18,Q9NXW2
54813,KLHL28,23,Q9NXS3
54867,TMEM214,25,Q6NUQ4
55139,ANKZF1,20,Q9H8Y5
55143,CDCA8,24,Q53HL2
55559,HAUS7,14,Q99871
55593,OTUD5,19,Q96G74
55781,RIOK2,15,Q9BVS4
55827,DCAF6,18,Q58WW2
56257,MEPCE,24,Q7L2J0
56270,WDR45L,24,Q5MNZ6
56674,TMEM9B,20,Q9NQ34
56941,C3orf37,19,Q96FZ2
57062,DDX24,20,Q9GZR7
57194,ATP10A,24,O60312
57405,SPC25,20,Q9HBM1
57538,ALPK3,24,Q96L96
57592,ZNF687,19,Q8N1G0
64792,RABL5,25,Q9H7X7
79001,VKORC1,21,Q9BQB6
79074,C2orf49,13,Q9BVC5
79691,QTRTD1,22,Q9H974
79733,E2F8,22,A0AVK6
79746,ECHDC3,28,Q96DC8
79971,WLS,18,Q5T9L3
80153,EDC3,21,Q96F86
80318,GKAP1,20,Q5VSY0
80762,NDFIP1,25,Q9BT67
81624,DIAPH3,22,Q9NSV4
81631,MAP1LC3B,17,Q9GZQ8
83443,SF3B5,27,Q9BWJ5
83475,DOHH,20,Q9BU89
83729,INHBE,24,P58166
84141,FAM176A,29,Q9H8M9
84321,THOC3,21,Q96J01
84342,COG8,16,Q96MW5
84365,MKI67IP,23,Q9BYG3
84419,C15orf48,16,Q9C002
84457,PHYHIPL,19,Q96FC7
84516,DCTN5,23,Q9BTE1
84549,MAK16,19,Q9BXY0
84641,HIATL1,20,Q5SR56
84824,FCRLA,27,Q7L513
84844,PHF5A,19,Q7RTV0
84946,LTV1,14,Q96GA3
84955,NUDCD1,25,Q96RS6
84993,UBL7,24,Q96S82
85313,PPIL4,24,Q8WUA2
85453,TSPYL5,22,Q86VY4
90268,FAM105B,30,Q96BN8
90410,IFT20,28,Q8IY31
92105,INTS4,23,Q96HW7
92737,DNER,26,Q8NFT8
92856,IMP4,15,Q96G21
92906,HNRPLL,15,Q8WVV9
114034,TOE1,23,Q96GM8
114904,C1QTNF6,21,Q9BXI9
118881,COMTD1,22,Q86VU5
122786,FRMD6,22,Q96NE9
126321,MFSD12,21,Q6NUT3
130340,AP1S3,19,Q96PC3
137797,LYPD2,16,Q6UXB3
140809,SRXN1,15,Q9BYN0
146857,SLFN13,14,Q68D06
152573,SHISA3,16,A0PJX4
153129,SLC38A9,15,Q8NBW4
157378,TMEM65,18,Q6PI78
157506,RDH10,21,Q8IZV5
169981,SPIN3,21,Q5JUX0
170689,ADAMTS15,25,Q8TE58
200634,KRTCAP3,24,Q53RY4
200879,LIPH,36,Q8WWY8
203111,C8orf47,18,Q6P6B1
221496,LEMD2,24,Q8NC56
225689,MAPK15,19,Q8TD08
254879,OR2T6,11,Q8NHC8
284361,EMC10,24,Q5UCC4
286343,LURAP1L,24,Q8IV03
340061,TMEM173,20,Q86WV6
347365,ITIH6,16,Q6UXX5
389320,C5orf48,21,Q6ZNM6
441608,OR5B3,23,Q8NH48
728489,DNLZ,9,Q5SXM8
729025,SLC15A5,21,A6NIM6
100381270,ZBED6,24,P86452
100820829,MYZAP,18,P0CAP1
596,BCL2,28,P10415
598,BCL2L1,21,Q07817
654,BMP6,15,P22004
777,CACNA1E,19,Q15878
1469,CST1,24,P01037
1638,DCT,12,P40126
2172,FABP6,18,P51161
2204,FCAR,20,P24071
2212,FCGR2A,16,P12318
2332,FMR1,22,Q06787
3050,HBZ,27,P02008
3267,AGFG1,26,P52594
3433,IFIT2,18,P09913
4320,MMP11,19,P24347
4535,ND1,13,P03886
4713,NDUFB7,23,P17568
4849,CNOT3,27,O75175
4923,NTSR1,27,P30989
5136,PDE1A,25,P54750
5212,VIT,27,Q6UXI7
5438,POLR2I,10,P36954
6091,ROBO1,21,Q9Y6N7
6482,ST3GAL1,17,Q11201
6911,TBX6,19,O95947
7134,TNNC1,21,P63316
7319,UBE2A,20,P49459
7371,UCK2,25,Q9BZX2
8076,MFAP5,19,Q13361
8638,OASL,9,Q15646
8694,DGAT1,18,O75907
8722,CTSF,23,Q9UBX1
8896,BUD31,21,P41223
8933,FAM127A,10,A6ZKI3
9112,MTA1,25,Q13330
9470,EIF4E2,20,O60573
9498,SLC4A8,15,Q2Y0W8
9619,ABCG1,27,P45844
9785,DHX38,26,Q92620
9806,SPOCK2,26,Q92563
9953,HS3ST3B1,15,Q9Y662
9957,HS3ST1,22,O14792
10164,CHST4,14,Q8NCG5
10199,MPHOSPH10,14,O00566
10253,SPRY2,24,O43597
10712,FAM189B,17,P81408
10940,POP1,27,Q99575
11251,PTGDR2,17,Q9Y5Y4
23397,NCAPH,27,Q15003
23568,ARL2BP,27,Q9Y2Y0
23682,RAB38,25,P57729
23786,BCL2L13,21,Q9BXK5
24147,FJX1,33,Q86VR8
25776,CBY1,18,Q9Y3M2
26517,TIMM13,28,Q9Y5L4
26575,RGS17,18,Q9UGC6
27010,TPK1,14,Q9H3S4
29097,CNIH4,18,Q9P003
29982,NRBF2,12,Q96F24
51002,TPRKB,15,Q9Y3C4
51237,MZB1,23,Q8WU39
51380,CSAD,19,Q9Y600
51507,C20orf43,15,Q9BY42
51778,MYOZ2,13,Q9NPC6
54442,KCTD5,25,Q9NXV2
54926,UBE2R2,22,Q712K3
54955,C1orf109,18,Q9NX04
54997,TESC,20,Q96BS2
55005,RMND1,25,Q9NWS8
55319,TMA16,17,Q96EY4
55553,SOX6,18,P35712
55818,KDM3A,18,Q9Y4C1
56288,PARD3,23,Q8TEW0
56655,POLE4,19,Q9NR33
57664,PLEKHA4,23,Q9H4M7
59341,TRPV4,17,Q9HBA0
63027,SLC22A23,26,A1A5C7
78988,MRP63,21,Q9BQC6
78990,OTUB2,15,Q96DC9
79031,PDCL3,16,Q9H2J4
79039,DDX54,21,Q8TDD1
79693,YRDC,21,Q86U90
79751,SLC25A22,26,Q9H936
79929,MAP6D1,20,Q9H9H5
79977,GRHL2,19,Q6ISB3
80000,GREB1L,27,Q9C091
80227,PAAF1,22,Q9BRP4
80714,PBX4,15,Q9BYU1
80853,JHDM1D,16,Q6ZMT4
80856,KIAA1715,9,Q9C0E8
80864,EGFL8,19,Q99944
81327,OR4A16,13,Q8NH70
83590,TMUB1,6,Q9BVT8
83931,STK40,19,Q8N2I9
84171,LOXL4,20,Q96JB6
84246,MED10,17,Q9BTT4
84285,EIF1AD,26,Q8N9N8
84294,UTP23,27,Q9BRU9
84295,PHF6,16,Q8IWS0
84908,FAM136A,19,Q96C01
84950,PRPF38A,22,Q8NAV1
85462,FHDC1,23,Q9C0D6
90196,SYS1,17,Q8N2H4
90411,MCFD2,19,Q8NI22
91452,ACBD5,21,Q5T8D3
92154,MTSS1L,7,Q765P7
112950,MED8,18,Q96G25
113189,CHST14,24,Q8NCH0
114049,WBSCR22,22,O43709
114757,CYGB,14,Q8WWM9
116540,MRPL53,17,Q96EL3
125228,FAM210A,21,Q96ND0
126259,TMIGD2,19,Q96BF3
126792,B3GALT6,18,Q96L58
128876,FAM83C,17,Q9BQN1
133558,HEATR7B2,11,Q7Z745
134430,WDR36,17,Q8NI36
139886,SPIN4,13,Q56A73
140462,ASB9,13,Q96DX5
144455,E2F7,9,Q96AV8
150465,TTL,22,Q8NG68
151987,PPP4R2,18,Q9NY27
166785,MMAA,15,Q8IVH4
168620,BHLHA15,21,Q7RTS1
203328,SUSD3,24,Q96L08
220202,ATOH7,14,Q8N100
254065,BRWD3,20,Q6RI45
255631,COL24A1,21,Q17RW2
257407,C2orf72,23,A6NCS6
266675,BEST4,26,Q8NFU0
283869,NPW,28,Q8N729
286205,SCAI,19,Q8N9R8
286530,P2RY8,19,Q86VZ1
387758,FIBIN,16,Q8TAL6
391059,FRRS1,19,Q6ZNA5
100170229,SRRM5,22,B3KS81
101060301,-,26,B7ZW38
472,ATM,16,Q13315
865,CBFB,33,Q13951
1107,CHD3,23,Q12873
1384,CRAT,21,P43155
1400,CRMP1,24,Q14194
2925,GRPR,14,P30550
3753,KCNE1,20,P15382
4340,MOG,12,Q16653
4540,ND5,16,P03915
4635,MYL4,15,P12829
4711,NDUFB5,19,O43674
5147,PDE6D,16,O43924
5426,POLE,20,Q07864
5469,MED1,21,Q15648
6397,SEC14L1,28,Q92503
6447,SCG5,21,P05408
6564,SLC15A1,17,P46059
6834,SURF1,24,Q15526
6837,MED22,18,Q15528
7023,TFAP4,16,Q01664
7329,UBE2I,15,P63279
7804,LRP8,25,Q14114
8106,PABPN1,15,Q86U42
8500,PPFIA1,30,Q13136
8558,CDK10,21,Q15131
9053,MAP7,21,Q14244
9136,RRP9,21,O43818
9245,GCNT3,19,O95395
9453,GGPS1,20,O95749
9672,SDC3,24,O75056
9698,PUM1,18,Q14671
9816,URB2,18,Q14146
10683,DLL3,17,Q9NYJ7
10825,NEU3,17,Q9UQ49
11077,HSF2BP,12,O75031
11346,SYNPO,15,Q8N3V7
22924,MAPRE3,19,Q9UPY8
23023,TMCC1,21,O94876
23370,ARHGEF18,22,Q6ZSZ5
23600,AMACR,21,Q9UHK6
25983,NGDN,22,Q8NEJ9
25992,SNED1,22,Q8TER0
26258,PLDN,18,Q9UL45
26589,MRPL46,15,Q9H2W6
29114,TAGLN3,22,Q9UI15
50512,PODXL2,16,Q9NZ53
51312,SLC25A37,16,Q9NYZ2
51592,TRIM33,10,Q9UPN9
51659,GINS2,15,Q9Y248
54884,RETSAT,17,Q6NUM9
54949,SDHAF2,18,Q9NX18
54982,CLN6,21,Q9NWW5
55122,AKIRIN2,15,Q53H80
55270,NUDT15,15,Q9NV35
55340,GIMAP5,21,Q96F15
56947,MFF,26,Q9GZY8
57147,SCYL3,18,Q8IZE3
57508,INTS2,17,Q9H0H0
57703,CWC22,18,Q9HCG8
58488,PCTP,25,Q9UKL6
60481,ELOVL5,13,Q9NYP7
63931,MRPS14,21,O60783
64137,ABCG4,19,Q9H172
64708,COPS7B,30,Q9H9Q2
79024,C13orf44,18,Q9BVW6
79148,MMP28,18,Q9H239
79760,GEMIN7,13,Q9H840
79902,NUP85,28,Q9BW27
79903,NAA60,19,Q9H7X0
83732,RIOK1,23,Q9BRS2
83938,C10orf11,26,Q9H2I8
84083,ZRANB3,21,Q5FWF4
90441,ZNF622,16,Q969S3
91614,DEPDC7,22,Q96QD5
91875,TTC5,20,Q8N0Z6
93408,MYL10,21,Q9BUA6
115098,CCDC124,22,Q96CT7
116372,LYPD1,17,Q8N2G4
140838,NANP,27,Q8TBE9
153562,MARVELD2,21,Q8N4S9
160364,CLEC12A,17,Q5QGZ9
170690,ADAMTS16,18,Q8TE57
171568,POLR3H,14,Q9Y535
196883,ADCY4,22,Q8NFM4
283237,TTC9C,22,Q8N5M4
344805,TMPRSS7,19,Q7RTY8
359948,IRF2BP2,19,Q7Z5L9
400258,C14orf180,23,Q8N912
100271846,ERVV-2,13,B6SEH9
100288695,LIMS3L,17,P0CW19
284,ANGPT1,13,Q15389
840,CASP7,10,P55210
1990,CELA1,16,Q9UNI1
2014,EMP3,23,P54852
2308,FOXO1,8,Q12778
2662,GDF10,16,P55107
4113,MAGEB2,23,O15479
4189,DNAJB9,16,Q9UBS3
6319,SCD,19,O00767
6372,CXCL6,17,P80162
6827,SUPT4H1,23,P63272
6903,TBCC,20,Q15814
7353,UFD1L,28,Q92890
7471,WNT1,12,P04628
8318,CDC45,23,O75419
9678,PHF14,23,O94880
11075,STMN2,16,Q93045
23152,CIC,17,Q96RK0
23341,DNAJC16,21,Q9Y2G8
23404,EXOSC2,21,Q13868
23636,NUP62,28,P37198
26040,SETBP1,22,Q9Y6X0
26984,SEC22A,21,Q96IW7
51115,FAM82B,21,Q96DB5
51253,MRPL37,18,Q9BZE1
51268,PIPOX,25,Q9P0Z9
51616,TAF9B,15,Q9HBM6
54557,SGTB,18,Q96EQ0
54876,DCAF16,21,Q9NXF7
54957,TXNL4B,20,Q9NX01
55655,NLRP2,25,Q9NX02
57017,COQ9,20,O75208
57171,DOLPP1,23,Q86YN1
57228,SMAGP,17,Q0VAQ4
57462,KIAA1161,26,Q6NSJ0
65220,NADK,19,O95544
79625,NDNF,22,Q8TB73
83636,C19orf12,17,Q9NSK7
83888,FGFBP2,20,Q9BYJ0
126328,NDUFA11,20,Q86Y39
131096,KCNH8,17,Q96L42
139760,GPR119,26,Q8TDV5
160897,GPR180,17,Q86V85
197259,MLKL,24,Q8NB16
255919,CNEP1R1,20,Q8N9A8
440574,MINOS1,16,Q5TGZ0
100287932,TIMM23,15,O14925
100885850,PTGES3L-AARSD1,25,Q9BTE6
570,BAAT,7,Q14032
608,TNFRSF17,18,Q02223
3680,ITGA9,25,Q13797
5349,FXYD3,19,Q14802
5534,PPP3R1,18,P63098
5727,PTCH1,15,Q13635
8550,MAPKAPK5,16,Q8IW41
8910,SGCE,19,O43556
9249,DHRS3,26,O75911
9329,GTF3C4,13,Q9UKN8
9743,ARHGAP32,29,A7KAX9
9786,KIAA0586,16,Q9BVV6
9837,GINS1,21,Q14691
10148,EBI3,18,Q14213
23201,FAM168A,16,Q92567
23310,NCAPD3,22,P42695
23548,TTC33,19,Q6PID6
28987,NOB1,21,Q9ULX3
51013,EXOSC1,22,Q9Y3B2
51540,SCLY,19,Q96I15
54606,DDX56,13,Q9NY93
55027,HEATR3,16,Q7Z4Q2
55738,ARFGAP1,24,Q8N6T3
57692,MAGEE1,22,Q9HCI5
64663,SPANXC,13,Q9NY87
79023,NUP37,24,Q8NFH4
80243,PREX2,22,Q70Z35
84694,GJA10,16,Q969M2
92255,LMBRD2,10,Q68DH5
93649,MYOCD,24,Q8IZQ8
129642,MBOAT2,13,Q6ZWT7
131669,UROC1,13,Q96N76
132299,OCIAD2,20,Q56VL3
143496,OR52B4,17,Q8NGK2
171177,RHOV,21,Q96L33
253650,ANKRD18A,19,Q8IVF6
283377,SPRYD4,20,Q8WW59
284297,SSC5D,19,A1L4H1
337959,KRTAP13-2,15,Q52LG2
340654,LIPM,14,Q5VYY2
389362,PSMG4,22,Q5JS54
6198,RPS6KB1,18,P23443
6511,SLC1A6,14,P48664
6535,SLC6A8,24,P48029
7542,ZFPL1,17,O95159
8503,PIK3R3,10,Q92569
8932,MBD2,26,Q9UBB5
9667,SAFB2,16,Q14151
10567,RABAC1,19,Q9UI14
10874,NMU,22,P48645
28998,MRPL13,19,Q9BYD1
29993,PACSIN1,16,Q9BY11
50853,VILL,23,O15195
51019,CCDC53,14,Q9Y3C0
51142,CHCHD2,10,Q9Y6H1
51491,NOP16,19,Q9Y3C1
51614,ERGIC3,17,Q9Y282
54815,GATAD2A,15,Q86YP4
54953,C1orf27,8,Q5SWX8
55055,ZWILCH,22,Q9H900
55330,CNO,16,Q9NUP1
57459,GATAD2B,19,Q8WXI9
59286,UBL5,16,Q9BZL1
79161,C7orf23,22,Q9BU79
83638,C11orf68,19,Q9H3H3
84224,NBPF3,13,Q9H094
84869,CBR4,17,Q8N4T8
92667,C20orf72,21,Q9BQP7
132949,AASDH,12,Q4L235
140823,ROMO1,25,P60602
147657,ZNF480,21,Q8WV37
219738,C10orf35,13,Q96D05
257313,UTS2D,14,Q765I0
347541,MAGEB5,18,Q9BZ81
493829,TRIM72,27,Q6ZMU5
728591,CCDC169,18,A6NNP5
728621,CCDC30,24,Q5VVM6
1659,DHX8,22,Q14562
5999,RGS4,21,P49798
9409,PEX16,16,Q9Y5Y5
28992,MACROD1,16,Q9BQ69
55833,UBAP2,21,Q5T6F2
57198,ATP8B2,24,P98198
57348,TTYH1,12,Q9H313
64318,NOC3L,18,Q8WTT2
84864,MINA,18,Q8IUF8
114335,CGB1,20,A6NKQ9
387849,REP15,17,Q6BDI9
404636,FAM45A,22,Q8TCE6
924,CD7,14,P09564
1844,DUSP2,15,Q05923
4712,NDUFB6,18,O95139
7321,UBE2D1,20,P51668
9013,TAF1C,15,Q15572
9587,MAD2L1BP,18,Q15013
9620,CELSR1,25,Q9NYQ6
23246,BOP1,22,Q14137
29058,TMEM230,13,Q96A57
51081,MRPS7,15,Q9Y2R9
55922,NKRF,22,O15226
57451,ODZ2,24,Q9NT68
83468,GLT8D2,19,Q9H1C3
282969,C10orf125,15,A2VDF0
389677,RBM12B,8,Q8IXT5
891,CCNB1,18,P14635
2897,GRIK1,14,P39086
5126,PCSK2,13,P16519
9865,TRIL,18,Q7L0X0
23632,CA14,23,Q9ULX7
23647,ARFIP2,17,P53365
28232,SLCO3A1,25,Q9UIG8
51184,GPN3,21,Q9UHW5
51187,RSL24D1,18,Q9UHA3
285016,FAM150B,12,Q6UX46
9900,SV2A,13,Q7L0J3
3598,IL13RA2,15,Q14627
4885,NPTX2,11,P47972
6855,SYP,16,P08247
7980,TFPI2,11,P48307
8747,ADAM21,18,Q9UKJ8
23705,CADM1,24,Q9BY67
51550,CINP,18,Q9BW66
53822,FXYD7,17,P58549
55239,OGFOD1,12,Q8N543
81492,RSPH6A,15,Q9H0K4
201266,SLC39A11,14,Q8N1S5
728695,SPANXB1,12,Q9NS25
4690,NCK1,16,P16333
1842,ECM2,18,O94769
57381,RHOJ,9,Q9H4E5
123103,KLHL33,5,A6NCF5
386676,KRTAP10-9,7,P60411
23421,ITGB3BP,15,Q13352
22979,EFR3B,6,Q9Y2G0
54468,MIOS,9,Q9NXC5
3841,KPNA5,8,O15131
5532,PPP3CB,9,P16298
8549,LGR5,4,O75473
8711,TNK1,4,Q13470
8837,CFLAR,4,O15519
27127,SMC1B,6,Q8NDV3
51361,HOOK1,6,Q9UJC3
55346,TCP11L1,4,Q9NUJ3
55876,GSDMB,4,Q8TAX9
64094,SMOC2,4,Q9H3U7
64130,LIN7B,12,Q9HAP6
79573,TTC13,4,Q8NBP0
80765,STARD5,3,Q9NSY2
84290,CAPNS2,7,Q96L46
143244,EIF5AL1,14,Q6IS14
151354,FAM84A,4,Q96KN4
283106,CSNK2A1P,6,Q8NEV1
348654,GEN1,4,Q17RS7
387680,FAM21A,5,Q641Q2
653598,PPIAL4C,14,A0A0B4J2A2
29958,DMGDH,1,Q9UI17
58494,JAM2,3,P57087
130612,TMEM198,2,Q66K66
1609,DGKQ,2,P52824
55291,PPP6R3,6,Q5H9R7
79674,VEPH1,4,Q14D04
343171,OR2W3,1,Q7Z3T1
1121,CHM,4,P24386
3084,NRG1,5,Q02297
6853,SYN1,3,P17600
9340,GLP2R,2,O95838
90627,STARD13,1,Q9Y3M8
402573,C7orf61,1,Q8IZ16
100130348,LOC100130348,1,E9PQX1
26872,STEAP1,10,Q9UHE8
55220,KLHDC8A,16,Q8IYD2
23641,LDOC1,2,O95751
51306,FAM13B,3,Q9NYF5
10590,SCGN,4,O76038
154796,AMOT,3,Q4VCS5
9924,PAN2,3,Q504Q3
1359,CPA3,1,P15088
4799,NFX1,6,Q12986
5018,OXA1L,1,Q15070
7652,ZNF99,1,A8MXY4
26267,FBXO10,1,Q9UK96
50944,SHANK1,7,Q9Y566
57620,STIM2,8,Q9P246
7187,TRAF3,2,Q13114
8202,NCOA3,4,Q9Y6Q9
8534,CHST1,2,O43916
26996,GPR160,1,Q9UJ42
55810,FOXJ2,1,Q9P0K8
55905,RNF114,4,Q9Y508
85302,FBF1,6,Q8TES7
122830,NAA30,1,Q147X3
331,XIAP,1,P98170
651,BMP3,5,P12645
656,BMP8B,1,P34820
939,CD27,1,P26842
969,CD69,2,Q07108
973,CD79A,1,P11912
1269,CNR2,1,P34972
1946,EFNA5,1,P52803
2826,CCR10,1,P46092
2900,GRIK4,3,Q16099
3112,HLA-DOB,1,P13765
3120,HLA-DQB2,2,P05538
3455,IFNAR2,1,P48551
3561,IL2RG,2,P31785
4063,LY9,4,Q9HBG7
4170,MCL1,2,Q07820
5932,RBBP8,1,Q99708
6322,SCML1,1,Q9UN30
6483,ST3GAL2,1,Q16842
7422,VEGFA,2,P15692
7903,ST8SIA4,1,Q92187
8809,IL18R1,4,Q13478
8846,ALKBH1,1,Q13686
9098,USP6,2,P35125
9976,CLEC2B,1,Q92478
10320,IKZF1,1,Q13422
10673,TNFSF13B,1,Q9Y275
26112,CCDC69,1,A6NI79
55079,FEZF2,9,Q8TBJ5
57661,PHRF1,2,Q9P1Y6
57799,RAB40C,1,Q96S21
57823,SLAMF7,2,Q9NQ25
65980,BRD9,6,Q9H8M2
79892,MCMBP,3,Q9BTE3
80254,CEP63,1,Q96MT8
83416,FCRL5,1,Q96RD9
93010,B3GNT7,1,Q8NFL0
115650,TNFRSF13C,2,Q96RJ3
150678,MYEOV2,2,Q8WXC6
201799,TMEM154,1,Q6P9G4
222255,ATXN7L1,3,Q9ULK2
257144,GCET2,1,Q8N6F7
283358,B4GALNT3,2,Q6L9W6
387032,ZKSCAN4,1,Q969J2
643414,LIPK,1,Q5VXJ0
644041,C18orf63,2,Q68DL7
1996,ELAVL4,7,P26378
6880,TAF9,1,Q16594
10629,TAF6L,3,Q9Y6J9
11055,ZPBP,2,Q9BS86
22974,TPX2,1,Q9ULW0
23215,PRRC2C,1,Q9Y520
30818,KCNIP3,1,Q9Y2W7
55083,KIF26B,1,Q2KJY2
55363,HEMGN,1,Q9BXL5
64344,HIF3A,1,Q9Y2N7
80067,DCAF17,2,Q5H9S7
157313,CDCA2,3,Q69YH5
219938,SPATA19,1,Q7Z5L4
642938,FAM196A,1,Q6ZSG2
60489,APOBEC3G,4,Q9HC16
441282,AKR1B15,9,C9JRZ8
22794,CASC3,2,O15234
1559,CYP2C9,2,P11712
6469,SHH,8,Q15465
8835,SOCS2,1,O14508
9426,CDY2A,4,Q9Y6F7
57685,CACHD1,3,Q5VU97
203611,CDY2B,1,Q9Y6F7
554,AVPR2,3,P30518
758,MPPED1,2,O15442
783,CACNB2,1,Q08289
863,CBFA2T3,2,O75081
1123,CHN1,4,P15882
1140,CHRNB1,6,P11230
1185,CLCN6,1,P51797
1187,CLCNKA,1,P51800
1296,COL8A2,4,P25067
1763,DNA2,2,P51530
1849,DUSP7,8,Q16829
1856,DVL2,2,O14641
1945,EFNA4,5,P52798
1953,MEGF6,8,O75095
2006,ELN,7,P15502
2034,EPAS1,3,Q99814
2128,EVX1,5,P49640
2281,FKBP1B,1,P68106
2294,FOXF1,8,Q12946
2627,GATA6,7,Q92908
2689,GH2,1,P01242
2696,GIPR,1,P48546
2862,MLNR,2,O43193
2986,GUCY2F,1,P51841
3067,HDC,1,P19113
3213,HOXB3,9,P14651
3239,HOXD13,4,P35453
3382,ICA1,1,Q05084
3590,IL11RA,1,Q14626
3597,IL13RA1,4,P78552
3607,FOXK2,8,Q01167
3667,IRS1,4,P35568
3748,KCNC3,2,Q14003
3763,KCNJ6,1,P48051
3770,KCNJ14,3,Q9UNX9
3781,KCNN2,1,Q9H2S1
3797,KIF3C,8,O14782
3846,KRTAP5-9,8,P26371
4296,MAP3K11,1,Q16584
4439,MSH5,1,O43196
4487,MSX1,2,P28360
4501,MT1X,2,P80297
4502,MT2A,1,P02795
4504,MT3,1,P25713
4613,MYCN,4,P04198
4772,NFATC1,2,O95644
4855,NOTCH4,3,Q99466
5095,PCCA,10,P05165
5187,PER1,2,O15534
5210,PFKFB4,9,Q16877
5252,PHF1,4,O43189
5395,PMS2,3,P54278
5458,POU4F2,8,Q12837
5737,PTGFR,3,P43088
5739,PTGIR,1,P43119
5900,RALGDS,2,Q12967
6311,ATXN2,4,Q99700
6441,SFTPD,6,P35247
6496,SIX3,4,O95343
6512,SLC1A7,1,O00341
6578,SLCO2A1,2,Q92959
6656,SOX1,7,O00570
6659,SOX4,6,Q06945
6670,SP3,2,Q02447
6687,SPG7,1,Q9UQ90
6787,NEK4,1,P51957
6843,VAMP1,4,P23763
6874,TAF4,2,O00268
6875,TAF4B,1,Q92750
6900,CNTN2,2,Q02246
6954,TCP11,2,Q8WWU5
7009,TMBIM6,1,P55061
7080,NKX2-1,3,P43699
7404,UTY,1,O14607
7701,ZNF142,2,P52746
7733,ZNF180,1,Q9UJW8
7763,ZFAND5,5,O76080
7786,MAP3K12,1,Q12852
7813,EVI5,1,O60447
8325,FZD8,8,Q9H461
8398,PLA2G6,5,O60733
8408,ULK1,1,O75385
8427,ZNF282,8,Q9UDV7
8641,PCDHGB4,2,Q9UN71
8685,MARCO,1,Q9UEW3
8726,EED,1,O75530
8862,APLN,1,Q9ULZ1
9001,HAP1,2,P54257
9024,BRSK2,2,Q8IWQ3
9117,SEC22C,2,Q9BRL7
9143,SYNGR3,1,O43761
9278,ZBTB22,3,O15209
9313,MMP20,8,O60882
9391,CIAO1,3,O76071
9401,RECQL4,2,O94761
9480,ONECUT2,1,O95948
9572,NR1D1,1,P20393
9649,RALGPS1,5,Q5JS13
9658,ZNF516,5,Q92618
9726,ZNF646,3,O15015
9759,HDAC4,5,P56524
9818,NUPL1,1,Q9BVL2
9895,TECPR2,1,O15040
9914,ATP2C2,3,O75185
9915,ARNT2,3,Q9HBZ2
10002,NR2E3,2,Q9Y5X4
10174,SORBS3,5,O60504
10699,CORIN,6,Q9Y5Q5
10718,NRG3,2,P56975
10721,POLQ,7,O75417
10739,RFPL2,3,O75678
10766,TOB2,2,Q14106
11057,ABHD2,1,P08910
11132,CAPN10,1,Q9HC96
11270,NRM,1,Q8IXM6
22797,TFEC,1,O14948
22807,IKZF2,2,Q9UKS7
22927,HABP4,2,Q5JVS0
22983,MAST1,4,Q9Y2H9
23029,RBM34,3,P42696
23030,KDM4B,1,O94953
23112,TNRC6B,4,Q9UPQ9
23207,PLEKHM2,3,Q8IWE5
23245,ASTN2,5,O75129
23248,RPRD2,2,Q5VT52
23328,SASH1,4,O94885
23353,SUN1,6,O94901
23362,PSD3,4,Q9NYI0
23403,FBXO46,1,Q6PJ61
23512,SUZ12,7,Q15022
23528,ZNF281,8,Q9Y2X9
23787,MTCH1,5,Q9NZJ7
25792,CIZ1,2,Q9ULV3
26054,SENP6,1,Q9GZR1
26061,HACL1,3,Q9UJ83
26137,ZBTB20,1,Q9HC78
26153,KIF26A,6,Q9ULI4
26190,FBXW2,8,Q9UKT8
26290,GALNT8,1,Q9NY28
26476,OR10J1,1,P30954
26595,OR8B2,2,Q96RD0
27030,MLH3,1,Q9UHC1
27034,ACAD8,2,Q9UKU7
27102,EIF2AK1,4,Q9BQI3
27112,FAM155B,2,O75949
27152,INTU,3,Q9ULD6
27239,GPR162,1,Q16538
27301,APEX2,4,Q9UBZ4
28514,DLL1,2,O00548
29761,USP25,4,Q9UHP3
29781,NCAPH2,3,Q6IBW4
29890,RBM15B,5,Q8NDT2
29967,LRP12,1,Q9Y561
29974,A1CF,3,Q9NQ94
29994,BAZ2B,1,Q9UIF8
50804,MYEF2,6,Q9P2K5
51027,BOLA1,3,Q9Y3E2
51032,CELA2B,2,P08218
51447,IP6K2,1,Q9UHH9
51548,SIRT6,1,Q8N6T7
51564,HDAC7,3,Q8WUI4
51586,MED15,5,Q96RN5
51754,TMEM8B,1,A6NDV4
51805,COQ3,1,Q9NZJ6
53335,BCL11A,1,Q9H165
53354,PANK1,3,Q8TE04
54209,TREM2,1,Q9NZC2
