ENTREZ GENE ID,Uniprot,GENE SYMBOL,OCCURRENCES
9963,Q9UHI7,SLC23A1,13
9980,Q9Y3R5,DOPEY2,49
10006,Q8IZP0,ABI1,77
10007,P46926,GNPDA1,41
10016,O75340,PDCD6,135
10043,O60784,TOM1,54
10058,Q9NP58,ABCB6,31
10060,O60706,ABCC9,5
10075,Q7Z6Z7,HUWE1,74
10092,O15511,ARPC5,72
10099,O60637,TSPAN3,39
10103,O60635,TSPAN1,48
10158,Q13113,PDZK1IP1,39
10159,O75787,ATP6AP2,50
10189,Q86V81,ALYREF,23
10217,O15194,CTDSPL,25
10247,P52758,HRSP12,46
10269,O75844,ZMPSTE24,28
10294,O60884,DNAJA2,97
10327,P14550,AKR1A1,108
10397,Q92597,NDRG1,89
10409,P80723,BASP1,127
10411,O95398,RAPGEF3,10
10417,Q9BUD6,SPON2,47
10422,Q9BSL1,UBAC1,25
10443,Q92802,N4BP2L2,1
10458,Q9UQB8,BAIAP2,85
10493,Q99536,VAT1,158
10519,Q99828,CIB1,84
10529,O76041,NEBL,12
10540,Q13561,DCTN2,72
10552,Q92747,ARPC1A,64
10562,Q6UX06,OLFM4,50
10591,O43598,C6orf108,37
10592,O95347,SMC2,53
10598,O95433,AHSA1,51
10617,O95630,STAMBP,44
10654,Q15126,PMVK,50
10747,O00187,MASP2,28
10755,O14908,GIPC1,69
10767,Q9Y450,HBS1L,26
10787,Q9Y2A7,NCKAP1,93
10788,Q13576,IQGAP2,80
10840,O75891,ALDH1L1,45
10841,O95954,FTCD,11
10875,Q14314,FGL2,15
10878,Q02985,CFHR3,2
10893,Q9Y5R2,MMP24,5
10920,Q99627,COPS8,55
10938,Q9H4M9,EHD1,168
10960,Q12907,LMAN2,63
10970,Q07065,CKAP4,67
10974,Q15847,C10orf116,9
11001,O14975,SLC27A2,6
11034,P60981,DSTN,107
11043,Q9UJV3,MID2,1
11045,O00322,UPK1A,18
11127,Q9Y496,KIF3A,29
11164,Q9UKK9,NUDT5,37
11181,O43280,TREH,7
11190,Q9BV73,CEP250,1
11235,Q9BUL8,PDCD10,91
11240,Q9Y2J8,PADI2,31
11252,Q9UNF0,PACSIN2,97
11261,Q99653,CHP1,72
11267,Q96H20,SNF8,42
11269,Q9UMR2,DDX19B,15
11280,Q9UI33,SCN11A,4
11313,O95372,LYPLA2,49
11315,Q99497,PARK7,151
11332,O00154,ACOT7,94
22837,Q53SF7,COBLL1,29
22866,Q8WXI2,CNKSR2,6
22875,Q9Y6X5,ENPP4,32
22930,Q15042,RAB3GAP1,23
22949,Q14914,PTGR1,75
22977,O95154,AKR7A3,28
23013,Q96T58,SPEN,6
23193,Q14697,GANAB,136
23295,O60291,MGRN1,24
23316,O14529,CUX2,2
23318,Q5TAX3,ZCCHC11,23
23338,Q9NQC1,PHF15,1
23354,O94927,HAUS5,1
23365,Q9NZN5,ARHGEF12,24
23385,Q92542,NCSTN,107
23446,Q8WWI5,SLC44A1,117
23452,Q9UKU9,ANGPTL2,31
23473,Q9Y6W3,CAPN7,57
23564,O95865,DDAH2,89
23576,O94760,DDAH1,79
23593,Q9Y5Z4,HEBP2,45
23607,Q9Y5K6,CD2AP,77
23646,Q8IV08,PLD3,49
23670,Q9UHN6,TMEM2,66
23677,Q9P0V3,SH3BP4,60
23743,Q9H2M3,BHMT2,26
25796,O95336,PGLS,109
25801,P28676,GCA,55
25813,Q9Y512,SAMM50,26
25824,P30044,PRDX5,124
25836,Q6KC79,NIPBL,11
25878,Q9NR99,MXRA5,31
25909,Q8WYP5,AHCTF1,3
25930,Q9H3S7,PTPN23,40
25932,Q9Y696,CLIC4,128
25978,Q9UQN3,CHMP2B,64
25989,Q6PHR2,ULK3,31
26007,Q3LXA3,DAK,76
26027,Q8WXI4,ACOT11,6
26060,Q9UKG1,APPL1,33
26227,O43175,PHGDH,151
26230,Q8IVF5,TIAM2,4
26251,Q9UJ96,KCNG2,2
26509,Q9NZM1,MYOF,115
26994,Q9Y3C5,RNF11,25
26999,Q96F07,CYFIP2,75
27069,Q9H3K2,GHITM,28
27111,Q9H190,SDCBP2,55
27243,O43633,CHMP2A,104
27293,Q92485,SMPDL3B,64
28970,Q9H0W9,C11orf54,59
28988,Q9UJU6,DBNL,75
29028,Q6PL18,ATAD2,4
29085,Q9NRX4,PHPT1,35
29105,Q9Y6A4,C16orf80,21
29763,Q9UKS6,PACSIN3,86
29789,Q9NTK5,OLA1,109
29800,Q8WTX9,ZDHHC1,6
29934,Q9UMY4,SNX12,32
29968,Q9Y617,PSAT1,89
30833,Q8TCD5,NT5C,34
30844,Q9H223,EHD4,171
30846,Q9NZN4,EHD2,78
30851,O14907,TAX1BP3,40
49860,Q9UBG3,CRNN,9
50488,Q8N4C8,MINK1,49
50508,Q9HBY0,NOX3,2
50617,Q9HBG4,ATP6V0A4,8
50618,Q9NZM3,ITSN2,11
50628,P57678,GEMIN4,27
50865,Q9NRV9,HEBP1,84
51028,Q86VN1,VPS36,50
51056,P28838,LAP3,116
51084,Q9Y2S2,CRYL1,43
51125,Q7Z5G4,GOLGA7,78
51160,Q9UK41,VPS28,118
51168,Q9UKN7,MYO15A,10
51181,Q7Z4W1,DCXR,79
51382,Q9Y5K8,ATP6V1D,41
51429,Q9Y5X1,SNX9,54
51449,Q9UHG3,PCYOX1,46
51458,Q9UBD6,RHCG,12
51479,Q9P2R3,ANKFY1,45
51506,Q9Y3C8,UFC1,30
51510,Q9NZZ3,CHMP5,94
51534,Q9NP79,VTA1,97
51571,Q9NUQ9,FAM49B,106
51596,O60888,CUTA,54
51606,Q9UI12,ATP6V1H,60
51704,Q9NZH0,GPRC5B,56
51719,Q9Y376,CAB39,105
51727,P30085,CMPK1,86
51733,Q9UBR1,UPB1,2
51768,Q9NS93,TM7SF3,32
53405,Q9NZA1,CLIC5,50
53841,Q9HBB8,CDHR5,10
54102,Q96NY7,CLIC6,42
54414,Q9HAT2,SIAE,29
54472,Q9H0E2,TOLLIP,123
54504,Q9H3G5,CPVL,45
54509,Q9HBH0,RHOF,52
54587,Q9BRK3,MXRA8,37
54622,Q9NXU5,ARL15,43
54680,Q9NWK9,ZNHIT6,1
54810,Q8TF65,GIPC2,13
54825,Q9BYE9,CDHR2,15
54832,Q709C8,VPS13C,57
54862,Q6P1N0,CC2D1A,50
54869,Q8TE68,EPS8L1,52
54875,Q9NXG0,CNTLN,2
54906,Q5VWN6,FAM208B,21
54927,Q9NX63,CHCHD3,34
54978,Q8N357,C2orf18,24
55004,Q6IAA8,LAMTOR1,53
55028,Q9BSJ5,C17orf80,22
55040,Q9H201,EPN3,25
55048,A5D8V6,VPS37C,79
55075,Q9BZF9,UACA,27
55187,Q5THJ4,VPS13D,8
55198,Q8NEU8,APPL2,25
55207,Q9NVJ2,ARL8B,61
55293,Q8IX04,UEVLD,63
55308,Q9NUU7,DDX19A,53
55600,Q8WWA0,ITLN1,19
55610,Q96JG6,CCDC132,23
55611,Q96FW1,OTUB1,93
55755,Q96SN8,CDK5RAP2,4
55777,Q9P267,MBD5,3
55832,Q86VP6,CAND1,157
55867,Q9NSA0,SLC22A11,7
55890,Q9NQ84,GPRC5C,59
55970,Q9UBI6,GNG12,95
55971,Q9UHR4,BAIAP2L1,53
56241,Q9UGT4,SUSD2,44
56670,Q9BXA5,SUCNR1,3
56898,Q9BUT1,BDH2,40
56954,Q9NQR4,NIT2,44
56975,Q8IXL6,FAM20C,28
56996,Q9BXP2,SLC12A9,39
57111,P57735,RAB25,46
57132,Q7LBR1,CHMP1B,69
57153,Q8IWA5,SLC44A2,126
57154,Q9HCE7,SMURF1,5
57393,Q9HBJ8,TMEM27,7
57402,Q9HCY8,S100A14,68
57403,Q9UL26,RAB22A,61
57446,Q9UGV2,NDRG3,50
57471,Q8TAM6,ERMN,4
57551,Q7L7X3,TAOK1,58
57674,Q63HN8,RNF213,61
57699,Q9HCH3,CPNE5,24
57826,Q9Y3L5,RAP2C,103
58525,O95785,WIZ,2
59272,Q9BYF1,ACE2,44
59338,Q9HB21,PLEKHA1,2
59342,Q9HB40,SCPEP1,44
60496,Q9NRN7,AASDHPPT,25
63979,Q6PIW4,FIGNL1,14
64081,P30039,PBLD,29
64114,Q969X1,TMBIM1,67
64147,Q9HAQ2,KIF9,3
64175,Q32P28,LEPRE1,52
64284,Q9H0T7,RAB17,23
64376,Q9H5V7,IKZF5,2
64386,Q9NPA2,MMP25,7
64398,Q8N3R9,MPP5,53
64518,Q9BXF9,TEKT3,2
64577,Q9H2A2,ALDH8A1,16
64787,Q9H6S3,EPS8L2,72
64849,Q8WWT9,SLC13A3,8
64855,Q96TA1,FAM129B,112
78986,Q9BV47,DUSP26,1
79017,O75223,GGCT,65
79041,Q9H6F2,TMEM38A,17
79098,Q9BW04,C1orf116,27
79153,Q7L5L3,GDPD3,33
79541,O95047,OR2A4,1
79567,Q6ZS17,FAM65A,39
79612,Q6N069,NAA16,28
79643,Q96FZ7,CHMP6,88
79659,Q8NCM8,DYNC2H1,38
79706,Q9H875,PRKRIP1,3
79720,Q9H9H4,VPS37B,101
79784,Q7Z406,MYH14,63
79807,Q8NEC7,GSTCD,2
79812,Q9H8L6,MMRN2,12
79837,Q8TBX8,PIP4K2C,30
79901,Q53TN4,CYBRD1,53
80199,Q9BT04,FUZ,2
80210,Q7Z3E5,ARMC9,26
80218,Q9GZZ1,NAA50,31
80347,Q13057,COASY,51
80700,Q9BZV1,UBXN6,33
80727,Q9C0H2,TTYH3,88
80736,Q53GD3,SLC44A4,48
80781,P39060,COL18A1,70
80823,Q6PI77,BHLHB9,1
81029,Q9H1J7,WNT5B,22
81617,Q9H9S4,CAB39L,48
81618,Q9NQX7,ITM2C,42
81691,Q96IC2,LOC81691,4
81693,Q9BXJ7,AMN,3
81873,Q9BPX5,ARPC5L,66
83442,Q9H299,SH3BGRL3,71
83481,P58107,EPPK1,49
83543,Q9BQI0,AIF1L,38
83596,Q9HB09,BCL2L12,14
83758,P82980,RBP5,16
83871,P0DI83,RAB34,31
83871,Q9BZG1,RAB34,31
83874,Q9BXI6,TBC1D10A,45
84059,Q8WXG9,GPR98,7
84064,Q9H0R4,HDHD2,35
84100,Q9H0F7,ARL6,25
84223,Q9H095,IQCG,5
84226,Q68DN1,C2orf16,4
84313,Q9BRG1,VPS25,64
84418,Q9H1C7,CYSTM1,50
84612,Q9BYG5,PARD6B,10
84617,Q9BUF5,TUBB6,118
84817,Q9BRA2,TXNDC17,51
85320,Q96J66,ABCC11,21
85369,Q5VSL9,FAM40A,6
85477,Q9Y6U3,SCIN,23
89853,Q9H7P6,FAM125B,54
90507,Q96FV2,SCRN2,8
90649,Q96H40,ZNF486,2
91703,Q96HD9,ACY3,3
91894,Q96A22,C11orf52,35
92359,Q9BUF7,CRB3,36
92714,Q8N5I2,ARRDC1,98
92747,Q8TDL5,BPIFB1,37
93100,Q6XQN6,NAPRT1,59
93343,Q96EY5,FAM125A,93
93587,Q8TBZ6,RG9MTD2,1
112483,Q96F10,SAT2,1
112574,Q96RF0,SNX18,51
113220,Q96FN5,KIF12,22
114569,Q969L2,MAL2,31
114876,Q9BXW6,OSBPL1A,3
114990,Q6EMK4,VASN,35
116085,Q96S37,SLC22A12,3
116285,Q08AH1,ACSM1,1
117159,P81605,DCD,93
118491,Q5T0N1,TTC18,2
119391,Q9H4Y5,GSTO2,1
119467,Q8NCR9,CLRN3,38
120892,Q5S007,LRRK2,18
120939,Q4KMG9,C12orf59,2
124220,Q96DA0,ZG16B,44
125206,A0PJK1,SLC5A10,10
126402,Q8IYK2,CCDC105,1
127281,Q8TBF2,FAM213B,22
127829,Q96BM9,ARL8A,48
128866,Q9H444,CHMP4B,122
129531,Q8WV92,MITD1,80
130589,Q96C23,GALM,37
131578,Q8TF66,LRRC15,21
132243,Q8IZA3,H1FOO,4
133121,Q6UWR7,ENPP6,8
134147,Q96DG6,CMBL,50
139221,Q5H9M0,MUM1L1,1
140576,Q96FQ6,S100A16,83
140710,O94964,SOGA1,1
140885,P78324,SIRPA,45
144100,Q6IQ23,PLEKHA7,1
144568,A8K2U0,A2ML1,25
146556,Q6UX73,C16orf89,5
146691,Q6ZVM7,TOM1L2,52
146909,Q86Y91,KIF18B,1
147685,Q8NEA5,C19orf18,4
148362,Q5VW32,BROX,137
148811,Q6GTS8,PM20D1,3
150696,Q8N271,PROM2,71
151556,Q7Z3F1,GPR155,7
152007,Q9H4G4,GLIPR2,109
153201,Q495M3,SLC36A2,15
155382,Q86XT2,VPS37D,37
159963,Q1EHB4,SLC5A12,10
160728,Q8N695,SLC5A8,7
161436,Q05BV3,EML5,9
161514,Q8IYX1,TBC1D21,1
163071,Q8NC26,ZNF114,2
196527,Q4KMQ2,ANO6,75
200010,Q2M3M2,SLC5A9,4
200186,Q53ET0,CRTC2,1
200232,Q5JX71,FAM209A,1
201931,Q8IY95,TMEM192,24
219681,Q5W041,ARMC3,2
222236,Q6IQ20,NAPEPLD,23
222389,Q8N7W2,BEND7,1
245972,Q8N8Y2,ATP6V0D2,22
245973,Q8NEY4,ATP6V1C2,5
252983,Q6ZWJ1,STXBP4,5
254863,Q8N2U0,C17orf61,29
255220,Q6A555,TXNDC8,1
255252,Q8N9N7,LRRC57,62
256987,Q86VE9,SERINC5,75
259217,O43301,HSPA12A,28
260425,Q5TCQ9,MAGI3,3
283375,Q6ZMH5,SLC39A5,2
283537,Q7Z3Q1,SLC46A3,5
284013,Q7Z5L0,VMO1,5
284129,Q86WA9,SLC26A11,8
284422,O75264,C19orf77,17
286204,Q5IJ48,CRB2,10
317772,Q8IUE6,HIST2H2AB,55
338094,Q8WW52,FAM151A,14
339122,Q86YS6,RAB43,42
340024,Q695T7,SLC6A19,10
342372,Q7Z443,PKD1L3,1
342897,Q6ZVX7,NCCRP1,31
345651,Q562R1,ACTBL2,136
346007,Q5T1H1,EYS,3
347688,Q3ZCM7,TUBB8,65
347735,Q96SA4,SERINC2,25
347862,Q8NB37,PDDC1,26
353189,Q6ZQN7,SLCO4C1,22
375035,O95562,SFT2D2,28
375791,A8MQ03,C9orf169,18
376267,P59190,RAB15,33
391189,Q8NGX0,OR11L1,1
401409,A4D1S5,RAB19,4
440335,K7EJ46,LOC440335,18
440689,Q5QNW6,HIST2H2BF,44
448834,Q5T749,KPRP,58
553115,Q9UBV8,PEF1,111
652968,Q8WTX7,GATSL3,1
2,P01023,A2M,206
118,P35611,ADD1,66
120,Q9UEY8,ADD3,47
159,P30520,ADSS,73
220,P47895,ALDH1A3,60
246,P16050,ALOX15,8
327,P13798,APEH,94
338,P04114,APOB,115
350,P02749,APOH,59
355,P25445,FAS,57
477,P50993,ATP1A2,53
478,P13637,ATP1A3,54
483,P54709,ATP1B3,137
490,P20020,ATP2B1,114
492,Q16720,ATP2B3,56
493,P23634,ATP2B4,105
629,P00751,CFB,24
682,P35613,BSG,187
683,Q10588,BST1,45
714,P02747,C1QC,56
718,P01024,C3,198
722,P04003,C4BPA,64
730,P10643,C7,42
732,P07358,C8B,39
733,P07360,C8G,18
771,O43570,CA12,37
794,P22676,CALB2,32
826,P04632,CAPNS1,103
915,P04234,CD3D,26
916,P07766,CD3E,26
919,P20963,CD247,9
920,P01730,CD4,44
921,P06127,CD5,25
922,O43866,CD5L,45
948,P16671,CD36,56
952,P28907,CD38,32
960,P16070,CD44,142
962,P09326,CD48,19
976,P48960,CD97,93
977,P48509,CD151,110
1361,Q96IY4,CPB2,4
1396,P50238,CRIP1,19
1397,P52943,CRIP2,45
1401,P02741,CRP,5
1495,P35221,CTNNA1,119
1499,P35222,CTNNB1,131
1525,P78310,CXADR,68
1535,P13498,CYBA,27
1536,P04839,CYBB,38
1601,P98082,DAB2,39
1604,P08174,CD55,62
1774,P49184,DNASE1L1,39
1794,Q92608,DOCK2,45
1809,Q14195,DPYSL3,63
1829,Q14126,DSG2,59
1890,P19971,TYMP,56
1917,Q05639,EEF1A2,120
1956,P00533,EGFR,90
2022,P17813,ENG,59
2037,O43491,EPB41L2,100
2124,P34910,EVI2B,42
2147,P00734,F2,100
2155,P08709,F7,4
2162,P00488,F13A1,61
2191,Q12884,FAP,34
2207,P30273,FCER1G,36
2209,P12314,FCGR1A,2
2244,P02675,FGB,110
2350,P14207,FOLR2,2
2638,P02774,GC,67
2664,P31150,GDI1,120
2687,P36269,GGT5,40
2783,P62879,GNB2,193
2817,P35052,GPC1,74
2911,Q13255,GRM1,2
2947,P21266,GSTM3,84
3055,P08631,HCK,59
3125,P79483,HLA-DRB3,43
3127,Q30154,HLA-DRB5,31
3440,P01563,IFNA2,2
3512,P01591,IGJ,87
3556,Q9NPH3,IL1RAP,50
3572,P40189,IL6ST,36
3611,Q13418,ILK,83
3673,P17301,ITGA2,114
3676,P13612,ITGA4,67
3678,P08648,ITGA5,99
3683,P20701,ITGAL,61
3684,P11215,ITGAM,56
3690,P05106,ITGB3,112
3693,P18084,ITGB5,79
3732,P27701,CD82,126
3845,P01116,KRAS,92
3854,P04259,KRT6B,79
3860,P13646,KRT13,87
3868,P08779,KRT16,98
3913,P55268,LAMB2,54
3956,P09382,LGALS1,104
4035,Q07954,LRP1,85
4323,P50281,MMP14,59
4542,O00160,MYO1F,49
4628,P35580,MYH10,109
4830,P15531,NME1,126
4837,P40261,NNMT,36
4893,P01111,NRAS,136
4919,Q01973,ROR1,36
5004,P02763,ORM1,31
5055,P05120,SERPINB2,30
5156,P16234,PDGFRA,19
5159,P09619,PDGFRB,28
5272,P50453,SERPINB9,51
5273,P48595,SERPINB10,4
5306,Q00169,PITPNA,41
5329,Q03405,PLAUR,45
5340,P00747,PLG,89
5355,Q04941,PLP2,60
5358,P13797,PLS3,85
5501,P36873,PPP1CC,81
5518,P30153,PPP2R1A,153
5594,P28482,MAPK1,102
5646,P35030,PRSS3,34
5707,Q99460,PSMD1,106
5711,Q16401,PSMD5,84
5738,Q9P2B2,PTGFRN,155
5754,Q13308,PTK7,75
5786,P18433,PTPRA,71
5790,Q14761,PTPRCAP,12
5819,Q92692,PVRL2,59
5868,P20339,RAB5A,131
5874,O00194,RAB27B,68
5879,P63000,RAC1,190
5899,P11234,RALB,125
6036,P10153,RNASE2,10
6282,P31949,S100A11,122
6284,Q99584,S100A13,50
6288,P0DJI8,SAA1,31
6289,P0DJI9,SAA2,33
6291,P35542,SAA4,23
6404,Q14242,SELPLG,44
6510,Q15758,SLC1A5,157
6566,P53985,SLC16A1,113
6624,Q16658,FSCN1,113
6793,O94804,STK10,56
6814,O00186,STXBP3,101
7037,P02786,TFRC,183
7051,P22735,TGM1,17
7097,O60603,TLR2,40
7162,Q13641,TPBG,63
7297,P29597,TYK2,43
7358,O60701,UGDH,105
7448,P04004,VTN,131
7514,O14980,XPO1,98
7681,Q13064,MKRN3,1
7779,Q9Y6M5,SLC30A1,39
7978,Q99551,MTERF,2
8434,O95980,RECK,30
8519,P13164,IFITM1,40
8676,O75558,STX11,18
8701,Q96DT5,DNAH11,3
8854,O94788,ALDH1A2,33
8876,O95497,VNN1,14
9019,O95297,MPZL1,80
9076,O95832,CLDN1,44
9119,O95678,KRT75,36
9123,O15427,SLC16A3,96
9124,O00151,PDLIM1,54
9270,O14713,ITGB1BP1,26
9341,Q15836,VAMP3,62
10082,Q9Y625,GPC6,46
10135,P43490,NAMPT,91
10163,Q9Y6W5,WASF2,70
10232,Q13421,MSLN,19
10384,O00478,BTN3A3,11
10544,Q9UNN8,PROCR,31
10568,O95436,SLC34A2,51
10581,Q01629,IFITM2,38
10628,Q9H3M7,TXNIP,44
10723,Q9Y666,SLC12A7,63
10791,O95183,VAMP5,34
10856,Q9Y230,RUVBL2,111
10979,Q96AC1,FERMT2,58
10981,Q13637,RAB32,39
11185,O95050,INMT,3
11326,Q9Y279,VSIG4,4
23167,Q14156,EFR3A,62
23180,Q14699,RFTN1,71
23191,Q7L576,CYFIP1,127
23516,Q15043,SLC39A14,41
23603,Q9ULV4,CORO1C,106
23654,O15031,PLXNB2,131
23753,Q9HCN8,SDF2L1,35
23767,Q9NZU0,FLRT3,24
23768,O43155,FLRT2,4
27020,Q9Y639,NPTN,84
27180,Q9Y336,SIGLEC9,14
27288,O75526,RBMXL2,18
50619,Q9H4E7,DEF6,32
50848,Q9Y624,F11R,118
51715,Q9ULC3,RAB23,41
55276,Q96G03,PGM2,40
55313,Q9BRF8,CPPED1,37
55327,Q9NUP9,LIN7C,69
55714,Q9P273,ODZ3,40
55742,Q9NVD7,PARVA,44
56667,Q9H3R2,MUC13,40
56925,Q9BS40,LXN,29
57048,Q9NRY6,PLSCR3,75
57124,Q9HCU0,CD248,13
57493,Q9ULI3,HEG1,22
57609,Q9P265,DIP2B,127
59345,Q9HAV0,GNB4,95
64005,B0I1T2,MYO1G,66
64078,Q9HAS3,SLC28A3,5
64926,Q86YV0,RASAL3,25
65108,P49006,MARCKSL1,114
79370,Q9BZR8,BCL2L14,2
79689,Q687X5,STEAP4,49
79919,Q08AI8,C2orf54,2
80331,Q9H3Z4,DNAJC5,47
80381,Q5ZPR3,CD276,89
83660,Q9Y4G6,TLN2,63
84343,Q969F9,HPS3,6
89970,Q96DX4,RSPRY1,26
91584,Q9HCM2,PLXNA4,33
91663,Q96S97,MYADM,78
93432,Q2M2H8,LOC93432,21
94025,Q8WXI7,MUC16,46
115207,Q96CX2,KCTD12,53
116496,Q9BZQ8,FAM129A,79
116535,Q96AM1,MRGPRF,24
124935,Q8N370,SLC43A2,35
126119,Q8TAC2,JOSD2,4
126364,Q8N386,LRRC25,5
128178,Q8WWZ3,EDARADD,2
133418,Q6PCB8,EMB,35
135228,Q6YHK3,CD109,84
136319,P58546,MTPN,60
139818,Q5JSL3,DOCK11,30
151195,Q8N7R7,CCNYL1,29
157638,Q96KN1,FAM84B,37
164312,Q8WUT4,LRRN4,16
221184,Q96FN4,CPNE2,55
221935,Q7Z5N4,SDK1,15
255057,Q8N350,C19orf26,7
283897,Q6UWD8,C16orf54,12
284611,Q5T8I3,FAM102B,1
285051,Q8N801,C2orf61,1
286887,P48668,KRT6C,43
388567,O43361,ZNF749,2
445582,Q6S8J3,POTEE,81
641455,A6NI47,POTEM,3
653269,P0CG38,POTEI,22
653781,P0CG39,POTEJ,21
728378,A5A3E0,POTEF,37
767558,Q538Z0,LUZP6,1
383,P05089,ARG1,45
713,P02746,C1QB,26
716,P09871,C1S,54
847,P04040,CAT,98
1828,Q02413,DSG1,69
2171,Q01469,FABP5,80
2670,P14136,GFAP,35
3851,P19013,KRT4,23
3855,P08729,KRT7,58
3856,P05787,KRT8,86
3859,Q99456,KRT12,30
3866,P19012,KRT15,44
3872,Q04695,KRT17,69
3880,P08727,KRT19,84
4619,P12882,MYH1,7
4620,Q9UKX2,MYH2,4
4622,Q9Y623,MYH4,5
4624,P13533,MYH6,6
4625,P12883,MYH7,10
4626,P13535,MYH8,7
7110,P82094,TMF1,26
51350,Q01546,KRT76,65
51806,Q9NZT1,CALML5,34
57619,Q8TF72,SHROOM3,42
79913,Q9H9F9,ACTR5,5
144501,Q6KB66,KRT80,28
147183,Q7Z3Z0,KRT25,25
162605,Q7Z3Y7,KRT28,32
192666,Q2M2I5,KRT24,34
199953,Q5SNT2,TMEM201,2
284110,Q96QA5,GSDMA,7
338785,Q5XKE5,KRT79,38
342574,Q7Z3Y8,KRT27,33
353288,Q7Z3Y9,KRT26,8
374454,Q7Z794,KRT77,67
100423062,B9A064,IGLL5,52
39,Q9BWD1,ACAT2,102
43,P22303,ACHE,12
70,P68032,ACTC1,131
88,P35609,ACTN2,64
119,P35612,ADD2,13
158,P30566,ADSL,68
160,O95782,AP2A1,111
163,P63010,AP2B1,103
183,P01019,AGT,44
286,P16157,ANK1,48
291,P12235,SLC25A4,53
345,P02656,APOC3,61
377,P61204,ARF3,53
420,Q93070,ART4,7
462,P01008,SERPINC1,108
538,Q04656,ATP7A,39
563,P25311,AZGP1,65
669,P07738,BPGM,29
715,P00736,C1R,68
759,P00915,CA1,30
761,P07451,CA3,8
965,P19256,CD58,51
1109,P17516,AKR1C4,12
1211,P09496,CLTA,87
1277,P02452,COL1A1,71
1727,P00387,CYB5R3,70
1823,Q08554,DSC1,44
1984,P63241,EIF5A,109
2026,P09104,ENO2,108
2030,Q99808,SLC29A1,86
2039,Q08495,EPB49,11
2745,P35754,GLRX,48
2766,P36959,GMPR,41
2802,Q08378,GOLGA3,49
2993,P02724,GYPA,29
2995,P04921,GYPC,24
3018,P33778,HIST1H2BB,79
3029,Q16775,HAGH,34
3045,P02042,HBD,69
3047,P69891,HBG1,54
3048,P69892,HBG2,50
3053,P05546,SERPIND1,43
3145,P08397,HMBS,31
3251,P00492,HPRT1,89
3300,P25686,DNAJB2,18
3386,Q14773,ICAM4,8
3674,P08514,ITGA2B,64
3792,P23276,KEL,7
3818,P03952,KLKB1,15
3933,P31025,LCN1,15
3965,O00182,LGALS9,43
4151,P02144,MB,29
4267,P14209,CD99,62
4354,Q00013,MPP1,38
4607,Q14896,MYBPC3,6
4967,Q02218,OGDH,37
5005,P19652,ORM2,20
5036,Q9UQ80,PA2G4,100
5050,Q15102,PAFAH1B3,66
5110,P22061,PCMT1,69
5232,P07205,PGK2,65
5305,P48426,PIP4K2A,70
5317,Q13835,PKP1,38
5360,P55058,PLTP,48
5444,P27169,PON1,29
5516,P62714,PPP2CB,54
5524,Q15257,PPP2R4,58
5573,P10644,PRKAR1A,69
5627,P07225,PROS1,50
5695,Q99436,PSMB7,78
5701,P35998,PSMC2,121
5702,P17980,PSMC3,119
5715,O00233,PSMD9,42
5886,P54725,RAD23A,42
6005,Q02094,RHAG,29
6006,P18577,RHCE,8
6278,P31151,S100A7,44
6513,P11166,SLC2A1,147
6563,Q13336,SLC14A1,7
6622,P37840,SNCA,26
6708,P02549,SPTA1,46
6710,P11277,SPTB,54
6888,P37837,TALDO1,128
7053,Q08188,TGM3,36
7111,P28289,TMOD1,9
7168,P09493,TPM1,116
7174,P29144,TPP2,109
7296,Q16881,TXNRD1,83
7334,P61088,UBE2N,115
8417,O15400,STX7,84
8482,O75326,SEMA7A,12
8533,Q9UNS2,COPS3,68
8542,O14791,APOL1,24
8547,O75636,FCN3,21
8634,O00442,RTCA,41
9144,O43760,SYNGR2,94
9352,O43396,TXNL1,61
9551,P56134,ATP5J2,47
9973,O14618,CCS,26
10314,O43813,LANCL1,51
10342,Q92734,TFG,48
10498,Q86X55,CARM1,47
10606,P22234,PAICS,145
10963,P31948,STIP1,129
22934,P49247,RPIA,41
23002,Q9Y4D1,DAAM1,45
23039,Q9UIA9,XPO7,66
23530,Q13423,NNT,57
23549,Q9ULA0,DNPEP,55
23581,P31944,CASP14,42
25793,Q9Y3I1,FBXO7,35
25840,Q9H8H3,METTL7A,40
25927,Q96F85,CNRIP1,28
27161,Q9UKV8,EIF2C2,30
30061,Q9NP59,SLC40A1,8
51071,Q9Y315,DERA,73
51138,Q9BT78,COPS4,93
51560,Q9NRW1,RAB6B,62
55240,Q658P3,STEAP3,47
55361,Q9BTU6,PI4K2A,51
55432,Q5VVQ6,YOD1,27
55968,Q9UNZ2,NSFL1C,44
56650,Q9NY35,CLDND1,48
57088,Q9NRQ2,PLSCR4,31
57465,Q9ULP9,TBC1D24,46
60491,Q9GZT8,NIF3L1,28
63891,Q5XPI4,RNF123,9
64122,Q9H479,FN3K,32
65263,Q53H96,PYCRL,64
84301,Q5TDH0,DDI2,30
84886,Q9H425,C1orf198,10
89777,Q96P63,SERPINB12,37
114625,Q96PL5,ERMAP,6
126133,Q8IZ83,ALDH16A1,77
128989,Q6ICL3,C22orf25,7
254102,Q8N3D4,EHBP1L1,49
258010,Q8NHG7,SVIP,42
284904,Q9UDX3,SEC14L4,8
388698,Q5D862,FLG2,56
389541,Q0VGL1,C7orf59,33
125,P00325,ADH1B,8
